-0.335,-0.535,-0.780,-0.767,17,10,2019,13,01,50,
-0.338,-0.541,-0.791,-0.787,17,10,2019,13,02,00,
-0.366,-0.549,-0.823,-0.824,17,10,2019,13,03,00,
-0.479,-0.572,-0.833,-0.831,17,10,2019,13,04,00,
-0.557,-0.648,-0.836,-0.836,17,10,2019,13,05,00,
-0.577,-0.674,-0.838,-0.836,17,10,2019,13,06,00,
-0.592,-0.680,-0.840,-0.836,17,10,2019,13,07,00,
-0.602,-0.673,-0.841,-0.838,17,10,2019,13,08,00,
-0.601,-0.630,-0.840,-0.836,17,10,2019,13,09,00,
-0.611,-0.657,-0.841,-0.836,17,10,2019,13,10,00,
-0.616,-0.661,-0.840,-0.837,17,10,2019,13,11,00,
-0.616,-0.657,-0.840,-0.836,17,10,2019,13,12,00,
-0.621,-0.652,-0.840,-0.836,17,10,2019,13,13,00,
-0.621,-0.659,-0.840,-0.836,17,10,2019,13,14,00,
-0.623,-0.658,-0.840,-0.837,17,10,2019,13,15,00,
-0.625,-0.658,-0.841,-0.837,17,10,2019,13,16,00,
-0.625,-0.649,-0.839,-0.836,17,10,2019,13,17,00,
-0.625,-0.652,-0.839,-0.836,17,10,2019,13,18,00,
-0.625,-0.653,-0.828,-0.835,17,10,2019,13,19,00,
-0.793,-1.436,-2.029,-0.835,17,10,2019,13,20,00,
-0.757,-2.507,-2.565,-2.494,17,10,2019,13,21,00,
-1.416,-2.333,-2.566,-2.518,17,10,2019,13,22,00,
-0.814,-0.802,-0.884,-0.591,17,10,2019,13,23,00,
-0.819,-0.805,-0.860,-0.596,17,10,2019,13,24,00,
-1.742,-2.559,-2.554,-0.600,17,10,2019,13,25,00,
-1.603,-2.114,-2.472,-0.601,17,10,2019,13,26,00,
-0.953,-0.666,-2.473,-0.600,17,10,2019,13,27,00,
-0.960,-0.678,-0.836,-0.601,17,10,2019,13,28,00,
-0.951,-0.680,-0.838,-0.602,17,10,2019,13,29,00,
-0.963,-0.677,-0.838,-0.604,17,10,2019,13,30,00,
-0.957,-0.676,-0.838,-0.601,17,10,2019,13,31,00,
-0.964,-0.669,-0.837,-0.604,17,10,2019,13,32,00,
-0.956,-0.671,-0.839,-0.606,17,10,2019,13,33,00,
-0.824,-0.645,-0.837,-0.606,17,10,2019,13,34,00,
-0.826,-0.649,-0.838,-0.606,17,10,2019,13,35,00,
-0.826,-0.648,-0.839,-0.606,17,10,2019,13,36,00,
-0.826,-0.650,-0.839,-0.605,17,10,2019,13,37,00,
-0.826,-0.646,-0.839,-0.606,17,10,2019,13,38,00,
-0.827,-0.644,-0.839,-0.606,17,10,2019,13,39,00,
-0.827,-0.646,-0.839,-0.606,17,10,2019,13,40,00,
-0.827,-0.648,-0.840,-0.606,17,10,2019,13,41,00,
-0.829,-0.646,-0.840,-0.606,17,10,2019,13,42,00,
-0.828,-0.648,-0.839,-0.606,17,10,2019,13,43,00,
-0.829,-0.652,-0.839,-0.606,17,10,2019,13,44,00,
-0.829,-0.651,-0.841,-0.606,17,10,2019,13,45,00,
-0.829,-0.652,-0.840,-0.606,17,10,2019,13,46,00,
-0.953,-0.933,-0.842,-0.648,17,10,2019,13,47,00,
-0.960,-0.620,-0.840,-0.636,17,10,2019,13,48,00,
-0.975,-0.630,-0.855,-0.640,17,10,2019,13,49,00,
-0.976,-0.625,-0.850,-0.635,17,10,2019,13,50,00,
-0.968,-0.626,-0.851,-0.630,17,10,2019,13,51,00,
-0.982,-0.626,-0.851,-0.630,17,10,2019,13,52,00,
-0.983,-0.625,-0.851,-0.630,17,10,2019,13,53,00,
-0.983,-0.752,-0.851,-0.630,17,10,2019,13,54,00,
-0.976,-0.751,-0.852,-0.630,17,10,2019,13,55,00,
-0.986,-0.760,-0.851,-0.628,17,10,2019,13,56,00,
-0.987,-0.766,-0.851,-0.630,17,10,2019,13,57,00,
-0.986,-0.783,-0.851,-0.627,17,10,2019,13,58,00,
-0.984,-0.787,-0.851,-0.627,17,10,2019,13,59,00,
-0.991,-0.793,-0.850,-0.628,17,10,2019,14,00,00,
-0.985,-0.793,-0.853,-0.628,17,10,2019,14,01,00,
-0.989,-0.796,-0.853,-0.631,17,10,2019,14,02,00,
-0.975,-0.793,-0.851,-0.630,17,10,2019,14,03,00,
-0.972,-0.793,-0.852,-0.630,17,10,2019,14,04,00,
-0.977,-0.798,-0.851,-0.630,17,10,2019,14,05,00,
-0.980,-0.800,-0.852,-0.630,17,10,2019,14,06,00,
-0.974,-0.795,-0.851,-0.630,17,10,2019,14,07,00,
-0.992,-0.801,-0.853,-0.631,17,10,2019,14,08,00,
-0.989,-0.802,-0.853,-0.630,17,10,2019,14,09,00,
-0.992,-0.799,-0.852,-0.634,17,10,2019,14,10,00,
-0.995,-0.800,-0.852,-0.634,17,10,2019,14,11,00,
-0.999,-0.803,-0.853,-0.634,17,10,2019,14,12,00,
-0.978,-0.798,-0.853,-0.634,17,10,2019,14,13,00,
-0.988,-0.803,-0.853,-0.635,17,10,2019,14,14,00,
-0.993,-0.802,-0.851,-0.631,17,10,2019,14,15,00,
-0.996,-0.805,-0.852,-0.635,17,10,2019,14,16,00,
-0.982,-0.801,-0.853,-0.635,17,10,2019,14,17,00,
-0.980,-0.800,-0.853,-0.635,17,10,2019,14,18,00,
-0.990,-0.802,-0.852,-0.635,17,10,2019,14,19,00,
-0.989,-0.801,-0.852,-0.635,17,10,2019,14,20,00,
-0.992,-0.803,-0.852,-0.636,17,10,2019,14,21,00,
-0.998,-0.805,-0.852,-0.636,17,10,2019,14,22,00,
-0.993,-0.801,-0.853,-0.636,17,10,2019,14,23,00,
-0.991,-0.802,-0.852,-0.639,17,10,2019,14,24,00,
-0.992,-0.804,-0.852,-0.638,17,10,2019,14,25,00,
-0.990,-0.801,-0.852,-0.640,17,10,2019,14,26,00,
-0.995,-0.805,-0.852,-0.640,17,10,2019,14,27,00,
-0.987,-0.804,-0.852,-0.640,17,10,2019,14,28,00,
-0.983,-0.801,-0.853,-0.640,17,10,2019,14,29,00,
-0.981,-0.799,-0.852,-0.640,17,10,2019,14,30,00,
-0.990,-0.801,-0.851,-0.640,17,10,2019,14,31,00,
-0.991,-0.804,-0.852,-0.641,17,10,2019,14,32,00,
-0.985,-0.803,-0.853,-0.641,17,10,2019,14,33,00,
-0.987,-0.802,-0.852,-0.643,17,10,2019,14,34,00,
-0.998,-0.810,-0.853,-0.644,17,10,2019,14,35,00,
-0.984,-0.800,-0.852,-0.645,17,10,2019,14,36,00,
-0.988,-0.803,-0.851,-0.645,17,10,2019,14,37,00,
-0.985,-0.805,-0.852,-0.645,17,10,2019,14,38,00,
-0.992,-0.807,-0.852,-0.645,17,10,2019,14,39,00,
-0.986,-0.803,-0.851,-0.645,17,10,2019,14,40,00,
-0.994,-0.806,-0.853,-0.645,17,10,2019,14,41,00,
-1.006,-0.815,-0.852,-0.645,17,10,2019,14,42,00,
